,name,CIN,NIC,amount
1536,Tata Investment Corporation Limited,L67200MH1937PLC002622,67.0,12500000
1537,Tata Motors Finance Limited,U65923MH2006PLC162503,65.0,700000
1538,Tata Motors Insurance Broking And Advisory Services Limited,U50300MH1997PLC149349,50.0,696117
1539,Tata Power Trading Company Limited,U40100MH2003PLC143770,40.0,1525000
1540,Tata Sponge Iron Limited,L27102OR1982PLC001091,27.0,572000
1541,Tata Toyo Radiator Limited,U99999PN1997PLC110139,99.0,4219000
1542,Tata Trustee Company Limited,U65991MH1995PLC087722,65.0,1100000
1543,Tata Value Homes Limited,U45400MH2009PLC195605,45.0,700000
1544,Tci Finance Limited,L65910TG1973PLC031293,64.0,285075
1545,Tcpl Packaging Limited,L22210MH1987PLC044505,18.0,1775000
1546,Te Connectivity India Private Limited,U31909KA1993PTC015007,31.0,16460249
1547,Temasek Holdings Advisors India Private Limited,U67190MH2000PTC154942,66.0,1287863
1548,Tempel Precision Metal Products India Private Limited,U29299TN2005PTC057901,,5000
1549,Teva Api India Private Limited,U74899DL2002PTC138679,,0
1550,Texas Instruments (India) Private Limited,U29110KA1985PTC007067,,2622205
1551,Tgb Banquets And Hotels Limited,L55100GJ1999PLC036830,55.0,758000
1552,Thakur Savadekar And Company Private Limited,U16002PN1956PTC009886,,100000
1553,Thakurdevi Investnents Pvt Ltd,U65921PB1979PTC004044,64.0,1425000
1554,Thdc India Limited,U45203UR1988GOI009822,45.0,259347000
1555,The Andhra Sugars Limited,L15420AP1947PLC000326,10.0,24505000
1556,The Bombay Dyeing And Manufacturing Company Limited,L17120MH1879PLC000037,13.0,3800000
1557,The Cotton Corporation Of India Limited,U51490MH1970GOI014733,,1109868
1558,The Industrial Development Corporation Of Odisha Limited,U45201OR1962SGC000433,45.0,0
1559,The Ktm Jewellery Limited,U52393TZ2000PLC009431,,167325
1560,The Kumbakonam Mutual Benefit Fund Limited,U65991TN1903PLC001246,,5250
1561,The Malayala Manorama Co Ltd,U22121KL1889PLC000647,58.0,2363000
1562,The Metal Powder Company Limited,U28910TN1961PLC004478,25.0,5446000
1563,The Peerless General Finance & Investment Co Ltd,U66010WB1932PLC007490,66.0,3168000
1564,The Printers (Mysore) Private Limited,U22110KA1948PTC000521,22.0,900589
1565,The Sandur Manganese And Iron Ores Limited,L85110KA1954PLC000759,86.0,10291000
1566,The Seksaria Biswan Sugar Factory Limiited,U40102MH1939PLC002892,,2090304
1567,The South Indian Bank Limited,L65191KL1929PLC001017,64.0,4613000
1568,The State Trading Corporation Of India Limited,L74899DL1956GOI002674,74.0,350000
1569,The Supreme Industries Limited,L35920MH1942PLC003554,30.0,35003000
1570,The United Nilgiri Tea Estates Company Limited,L01132TZ1922PLC000234,1.0,1568000
1571,The West Coast Paper Mills Limited,L02101KA1955PLC001936,2.0,1571789
1572,Thermax Engineering Construction Company Limited,U29246MH1991PLC062959,29.0,1200000
1573,Thermax Limited.,L29299PN1980PLC022787,29.0,26270000
1574,Thyssenkrupp Industries India Private Limited,U74999MH1947PTC005508,74.0,12140000
1575,Tieto It Services India Private Limited,U72200PN1994PTC137531,,500000
1576,Tieto Software Technologies Limited,U72200PN2004PLC019214,,2870000
1577,Tirupati Sarjan Limited,L65910GJ1995PLC024091,64.0,712547
1578,Tmf Holdings Limited,,,9177
1579,Tnq Books & Journals Private Limited,U22122TN1999PTC042550,58.0,413850
1580,Tokyo Plast International Ltd,L25209MH1992PLC069617,,572000
1581,Topsel Pvt Ltd,U51109WB1981PTC034051,,205309
1582,Torrent Pharmaceuticals Ltd,L24230GJ1972PLC002126,21.0,141900000
1583,Torrent Power Limited,L31200GJ2004PLC044068,31.0,25000000
1584,Tourism Finance Corporation Of India Limited,L65910DL1989PLC034812,64.0,1563500
1585,Toyota Kirloskar Auto Parts Private Limited,U35914KA2002PTC030335,30.0,2680000
1586,Tpg Capital India Private Limited,U67190MH2002PTC137790,66.0,1831523
1587,Tractebel Engineering Private Limited,U74899DL2000PTC104134,,885838
1588,Tractors And Farm Equipment Limited.,U29129TN1960PLC004337,29.0,25919000
1589,Trafigura Global Services Private Limited,U72200MH1995PTC086672,,2500000
1590,Tranquil Realty Private Limited,U45400KA1998PTC023868,,814797
1591,Transformers And Rectifiers (India) Limited,L33121GJ1994PLC022460,29.0,136000
1592,Transport Corporation Of India Limited,L70109TG1995PLC019116,,575436
1593,Treadsdirect Limited,U25114TZ2010PLC016201,25.0,3750000
1594,Tree House Education & Accessories Limited,L80101MH2006PLC163028,80.0,3000000
1595,Trent Limited,L24240MH1952PLC008951,20.0,2600000
1596,Trianz Holdings Private Limited,U72200KA2006PTC040015,72.0,730000
1597,Triburg Consultants Private Limited,U72900DL1994PTC059641,,4450000
1598,Trident Automobiles Private Limited,U50200KA1997PTC023159,,1960122
1599,Trident Limited,L99999PB1990PLC010307,99.0,19400000
1600,Trissur Sand And Gravel Pvt Ltd,U51432KL1991PTC005978,,578300
1601,Triveni Turbine Limited,L29110UP1995PLC041834,29.0,2010000
1602,Tropical Agro System (India) Private Limited,U24210TN1969PTC005774,,1500000
1603,Tropical Clothing Company Private Limited,U18101MH1994PTC083056,14.0,155000
1604,Tsr Darashaw Limited,U67120MH1985PLC037369,,1720400
1605,Tt Electronics Sensing And Control India  Private Limited,,,308875
1606,Ttk Healthcare Limited,L24231TN1958PLC003647,21.0,3900000
1607,Ttk Prestige Limited,L85110TZ1955PLC015049,86.0,22984291
1608,Tuv India P Ltd,U74140MH1989PTC052930,74.0,1018000
1609,Tvs Dynamic Global Freight Services Limited,U63010TN2007PLC064282,63.0,1328000
1610,Tvs Logistics Services Limited,U63011TN2004PLC054655,52.0,5464000
1611,Tvs Srichakra Limited,L25111TN1982PLC009414,22.0,8400000
1612,Tvs Upasana Limited,U65991TN1992PLC022619,65.0,635000
1613,Tynor Orthotics Private Limited,U85110PB1993PTC013811,,1244404
1614,U P Purva Sainik Kalyan Nigam Limited,U29221UP1989PLC010780,29.0,0
1615,Ucam Private Limited,U72100KA1985PTC007117,62.0,72500
1616,Uflex Limited,L74899DL1988PLC032166,74.0,3237000
1617,Umasons Auto Compo Private Limited,U34100MH2000PTC125510,29.0,2500000
1618,Umsl Limited,U27106AP1990PLC018706,27.0,50000
1619,Unichem Laboratories Limited,L99999MH1962PLC012451,99.0,2375000
1620,Unicorn Natural Products Limited,U01119AP1992PLC014205,1.0,950000
1621,Unimed Health Care Private Limited,U85110TG2006PTC051751,85.0,0
1622,Unique Estates Development Company Limited,U45200MH1974PLC017190,45.0,1450000
1623,Unitech Limited,L74899DL1971PLC009720,74.0,250000
1624,United Breweries Limited,L36999KA1999PLC025195,36.0,7175000
1625,United Decoratives Pvt Ltd,U74899DL1984PTC019362,74.0,800000
1626,Unitedhealth Group Information Services Private Limited,U74999DL2002PTC186567,,11200000
1627,Universal Medicap Limited,U24230GJ1992PLC018009,,1776001
1628,Universal Medicare Private Limited,U24239MH1971PTC015282,21.0,2
1629,Upl Limited,L24219GJ1985PLC025132,20.0,16700000
1630,Ups Jetair Express Private Limited,U99999MH2000PTC128519,99.0,2665000
1631,Ushodaya Enterprises Private Limited,U40102TG1973PTC001763,,0
1632,Usv Private Limited,U24239MH1961PTC012098,,7500000
1633,Utkarsh India Limited,,,400000
1634,Utstarcom India Telecom Private Limited,U64203DL2003PTC179329,,450000
1635,Uttam Galva Metallics Limited,U27200HR2007PLC037927,27.0,80627774
1636,Uvj Technologies Private Limited,U72200KL2003PTC016041,,214780
1637,V I P Industries Limited,L25200MH1968PLC013914,25.0,25000000
1638,V Star Creations Private Limited,U92113KL1996PTC010386,92.0,1089939
1639,VAISHNO DEVI DAIRY PRODUCTS LIMITED,U15203PN2007PLC130147,,1400000
1640,Va Tech Wabag Limited,L45205TN1995PLC030231,45.0,3330000
1641,Vacmet India Limited,U74899UP1993PLC034039,74.0,816377
1642,Vadamalayan Hospitals Private Limited.,U85110TN2008PTC067227,,714000
1643,Vadinar Oil Terminal Limited,U35111GJ1993FLC053434,35.0,1124000
1644,Vadinar Power Company Limited,U40100GJ1997PLC033108,40.0,8900000
1645,Vaibhav Global Limited,L36911RJ1989PLC004945,32.0,10648002
1646,Vakrangee Limited,L65990MH1990PLC056669,65.0,32125000
1647,Valdel Engineers And Constructors Private Limited,U29199KA1990PTC011315,29.0,5000000
1648,Vandana Global Limited,U51101MH1996PLC219948,51.0,1457250
1649,Vardhan Ltd.,U14293WB1947PLC015833,14.0,1550000
1650,Vardhman Acrylics Limited,L51491PB1990PLC019212,46.0,6037500
1651,Vardhman Industries Limited,L74899DL1984PLC019492,74.0,1055450
1652,Vardhman Pharma Distributors Private Limited,U85110KA1992PTC013757,,658000
1653,Vardhman Textiles Limited,L17111PB1973PLC003345,17.0,60000000
1654,Vardhman Yarns And Threads Limited,U17230PB2005PLC027936,17.0,5000000
1655,Varroc Polymers Private Limited,U25209MH1995PTC090037,25.0,0
1656,Vast Integrated Services Limited,U74999MH2001PLC243957,,0
1657,Vedanta Limited,L13209GA1965PLC000044,13.0,25400000
1658,Veer Overseas Limited,U51909HR1994PLC032254,,1063650
1659,Vem Technologies Private Limited,U29300TG1993PTC016474,,5400000
1660,Venco Research And Breeding Farm Private  Limited,,,3810000
1661,Venkys (India) Limited,L01222PN1976PLC017422,1.0,7000000
1662,Ventura ( India ) Private Limited,U72200PN2004PTC019380,,192000
1663,Venus Home Appliances Private Limited,U30007TN1995PTC030812,,0
1664,Verisign Services India Private Limited,U72900KA2003PTC031887,,1178286
1665,Versatile Enterprises Pvt Ltd,U74999PB1983PTC005394,,240300
1666,Vf Brands India Private Limited,U17110KA2006PTC067548,,1000000
1667,Viat Instruments Pvt.Ltd.,U51909WB1994PTC065391,,1856000
1668,Vibracoustic India Private Limited,,,2495869
1669,Vijay Tanks And Vessels Private Limited,U29132MH1969PTC014340,,255000
1670,Vijay Television Private Limited,U74300MH1996PTC206321,73.0,10000000
1671,Vijayawada Tollway Private Limited,U45203TG2008PTC058464,,184345
1672,Vijaynagar Bio-Tech Private Limited,U01119AP2004PTC043338,,500000
1673,Vimalachal Print And Pack Pvt Ltd,U74950GJ1993PTC020669,,1920111
1674,Vindhya Telelinks Limited,L31300MP1983PLC002134,31.0,1500000
1675,Vinyas Innovative Technologies Private Limited,U72200KA2001PTC028959,72.0,255000
1676,Vippy Industries Limited,U15142MP1973PLC001225,,1057046
1677,Virchow Biotech Private Limited,U24210TG2001PTC036520,,661500
1678,Visakha Container Terminal Private Limited,U74999MH2002PTC135508,74.0,1693996
1679,Vishnu Chemicals Limited,L85200TG1993PLC046359,75.0,646526
1680,Vishnu Prakash R Punglia Limited,U45203MH2013PLC243252,,628900
1681,Vision Sponge Iron Private Limited,U94315WB2002PTC094315,,1050597
1682,Viswaat Chemicals Limited,U51496MH1996PLC100815,46.0,500000
1683,Vital Construction Private Limited,U45201DL2004PTC124321,45.0,415461
1684,Vlcc Health Care Limited,U74899DL1996PLC082842,74.0,570000
1685,Vlcc Personal Care Limited,U52212DL2000PLC107566,52.0,1069389
1686,Vmt Spinning Company Limited,U17117PB1990PLC014070,17.0,500000
1687,Voltamp Transformers Limited,L31100GJ1967PLC001437,31.0,1866857
1688,Voltas Limited,L29308MH1954PLC009371,27.0,2000000
1689,Vrs Foods Limited,U51909DL2007PLC163438,,7608000
1690,Vtm Limited,L17111TN1946PLC003270,17.0,2700000
1691,Vulkan Technologies Private Limited,U29299PN2001PTC016233,,200000
1692,Wapcos Limited,U74899DL1969GOI005070,74.0,16976423
1693,Warren Tea Limited,L01132AS1977PLC001706,1.0,4260000
1694,Weir Minerals (India) Private Limited.,U74899DL1992PTC050465,,798860
1695,Wells Fargo India Solutions Private Limited,U72200TG2006PTC051001,,10667280
1696,Welspun Solar Ap Private Limited,U40109MH2008PTC178769,40.0,1684325
1697,Wendt India Limited,L85110KA1980PLC003913,86.0,200000
1698,West Bengal Industrial Development Corpn  Ltd,U75142WB1967SGC026988,75.0,1132000
1699,West Bengal Infrastructure Development Finance Corpn Ltd (Wbgovt Company),U74140WB1997SGC084422,74.0,4350000
1700,West Bengal State Seed Corpn Ltd,U01122WB1980SGC033116,,0
1701,West Bengalstate Electricity Transmission Company Limited,U40101WB2007SGC113474,40.0,13500000
1702,Western Drugs Limited,U24232RJ1989PLC004914,,0
1703,Western India Forgings Pvt Ltd,U28910PN1981PTC024155,,3727000
1704,Western Outdoor Interactive Private Limited,U72200MH1996PTC099074,,3414000
1705,Williams Lea India Private Limited,U72100TN2004PTC062866,,2170819
1706,Winro Commercial (India) Ltd,L51226MH1983PLC165499,51.0,2500000
1707,Wires And Fabriks (Sa) Ltd,L29265WB1957PLC023379,29.0,6
1708,Wuerth Elektronik India Private Limited,U72200KA2001PTC029349,,97673
1709,Xilinx India Technology Services Private Limited,U72200TG2006PTC049156,,2321721
1710,Yajur Commodities Limited,U51395DL2007PLC162295,51.0,0
1711,Yamazaki Mazak India Private Limited,U29299PN2008FTC131662,,2020710
1712,Yesha Electricals Private Limited,U31909GJ1961PTC001075,31.0,935000
1713,York Print Private Limited,U21029ML2002PTC006726,,130000
1714,Zen Tradelink Private Limited,U67100GJ2005PTC045493,,1
1715,Zensar Technologies Limited,L72200PN1963PLC012621,72.0,4194000
1716,Zs Associates India Private Limited,U72200PN2004FTC020841,,284400
1717,Zuventus Healthcare Limited,U85320PN2002PLC018324,85.0,1844508
1718,Zydus Wellness Limited,L15201GJ1994PLC023490,10.0,12900000
1719,Zylog Plastalloys Private Limited,U25209MH1984PTC033074,,102000
